Gene,UniProt,Sample_type,Tissue,Species,Repository,Reference,Confidence_Score,Description,Coverage_Map_File,Total_Ion_Intensity
COL6A3,P12111-4,Normal omental tissue (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,4899.18,Isoform 4 of Collagen alpha-3(VI) chain,Normal omental tissue (Soluble protein fraction)_P12111-4.html,706385020
COL6A3,P12111-4,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,4899.18,Isoform 4 of Collagen alpha-3(VI) chain,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction)_P12111-4.html,1615970050
COL6A3,P12111-4,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,4899.18,Isoform 4 of Collagen alpha-3(VI) chain,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_P12111-4.html,2068370050
ANXA2,P07355,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,4896,Annexin A2,ECM of cultured primary fibroblasts from normal prostate_P07355.html,94817600
ANXA2,P07355,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,4896,Annexin A2,ECM of cultured primary fibroblasts from prostate cancer stroma_P07355.html,80378496
ANXA2,P07355,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4896,Annexin A2,Normal prostate (Insoluble protein fraction)_P07355.html,434136000
ANXA2,P07355,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4896,Annexin A2,Normal prostate (Soluble protein fraction)_P07355.html,2470330110
Serpine2,Q07235,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4866.19,Glia-derived nexin,Bronchoalveolar lavage of fibrotic lung_Q07235.html,9405340
Serpine2,Q07235,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4866.19,Glia-derived nexin,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q07235.html,11229800400
TNC,P24821-4,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4847.66,Isoform 4 of Tenascin,Normal Saphenous Vein (Insoluble protein fraction)_P24821-4.html,2565809920
TNC,P24821-4,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4847.66,Isoform 4 of Tenascin,Varicose Saphenous Vein (Insoluble protein fraction)_P24821-4.html,600008000
Lgals9,O08573-3,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4778.36,Isoform 3 of Galectin-9,Fibrotic lung ECM (Quantitative detergent solubility profiling)_O08573-3.html,31843201000
SERPINF1,P36955,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4760.71,Pigment epithelium-derived factor,Asymptomatic carotid (Insoluble ECM protein fraction)_P36955.html,0
SERPINF1,P36955,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4760.71,Pigment epithelium-derived factor,Asymptomatic carotid (Soluble protein fraction)_P36955.html,0
SERPINF1,P36955,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4760.71,Pigment epithelium-derived factor,Normal Saphenous Vein (Insoluble protein fraction)_P36955.html,7619140
SERPINF1,P36955,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4760.71,Pigment epithelium-derived factor,Normal Saphenous Vein (Soluble protein fraction)_P36955.html,95681904
SERPINF1,P36955,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4760.71,Pigment epithelium-derived factor,Proteins from human vascular SMCs in culture_P36955.html,0
SERPINF1,P36955,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4760.71,Pigment epithelium-derived factor,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P36955.html,0
SERPINF1,P36955,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4760.71,Pigment epithelium-derived factor,Symptomatic carotid stenosis (Soluble protein fraction)_P36955.html,0
SERPINF1,P36955,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4760.71,Pigment epithelium-derived factor,Varicose Saphenous Vein (Soluble protein fraction)_P36955.html,97183800
Serpina6,Q06770,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4752.62,Corticosteroid-binding globulin,Bronchoalveolar lavage of fibrotic lung_Q06770.html,9294409700
Serpina6,Q06770,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4752.62,Corticosteroid-binding globulin,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q06770.html,2034109950
TNC,P24821,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,4721.93,Tenascin,ECM of cultured primary fibroblasts from normal prostate_P24821.html,1493459970
TNC,P24821,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,4721.93,Tenascin,ECM of cultured primary fibroblasts from prostate cancer stroma_P24821.html,723576000
TNC,P24821,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4721.93,Tenascin,Normal prostate (Insoluble protein fraction)_P24821.html,1542560000
FN1,P02751-3,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,4684.61,Isoform 3 of Fibronectin,ECM of cultured primary fibroblasts from normal prostate_P02751-3.html,730241980
FN1,P02751-3,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,4684.61,Isoform 3 of Fibronectin,ECM of cultured primary fibroblasts from prostate cancer stroma_P02751-3.html,631059970
POSTN,Q15063-3,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4677.57,Isoform 3 of Periostin,Asymptomatic carotid (Insoluble ECM protein fraction)_Q15063-3.html,0
POSTN,Q15063-3,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4677.57,Isoform 3 of Periostin,Asymptomatic carotid (Soluble protein fraction)_Q15063-3.html,0
POSTN,Q15063-3,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4677.57,Isoform 3 of Periostin,Normal Saphenous Vein (Soluble protein fraction)_Q15063-3.html,7623510
POSTN,Q15063-3,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4677.57,Isoform 3 of Periostin,Proteins from human vascular SMCs in culture_Q15063-3.html,0
POSTN,Q15063-3,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4677.57,Isoform 3 of Periostin,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q15063-3.html,0
POSTN,Q15063-3,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4677.57,Isoform 3 of Periostin,Symptomatic carotid stenosis (Soluble protein fraction)_Q15063-3.html,0
POSTN,Q15063-3,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4677.57,Isoform 3 of Periostin,Varicose Saphenous Vein (Insoluble protein fraction)_Q15063-3.html,20458800
TGFBI,Q15582,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,4642.36,Transforming growth factor-beta-induced protein ig-h3,ECM of cultured primary fibroblasts from normal prostate_Q15582.html,498707008
TGFBI,Q15582,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,4642.36,Transforming growth factor-beta-induced protein ig-h3,ECM of cultured primary fibroblasts from prostate cancer stroma_Q15582.html,391024992
TGFBI,Q15582,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4642.36,Transforming growth factor-beta-induced protein ig-h3,Normal prostate (Insoluble protein fraction)_Q15582.html,117131000
TGFBI,Q15582,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4642.36,Transforming growth factor-beta-induced protein ig-h3,Normal prostate (Soluble protein fraction)_Q15582.html,645435010
Pzp,Q61838,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,4611.52,Pregnancy zone protein,Bronchoalveolar lavage of fibrotic lung_Q61838.html,57909801000
Pzp,Q61838,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,4611.52,Pregnancy zone protein,Bronchoalveolar lavage of normal lung_Q61838.html,1171280000
Pzp,Q61838,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,4611.52,Pregnancy zone protein,Normal lung_Q61838.html,200534000
Pzp,Q61838,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,4611.52,Pregnancy zone protein,Normal lung_Q61838.html,200534000
Pzp,Q61838,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4611.52,Pregnancy zone protein,Normal lung ECM (Quantitative detergent solubility profiling)_Q61838.html,105656000
Efemp1,Q8BPB5,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4600.61,EGF-containing fibulin-like extracellular matrix protein 1,Bronchoalveolar lavage of fibrotic lung_Q8BPB5.html,576046980
Efemp1,Q8BPB5,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4600.61,EGF-containing fibulin-like extracellular matrix protein 1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q8BPB5.html,5671479800
Col6a1,Q04857,Normal colon,Colon,mouse,MSV000078494,10.1074/mcp.M111.014647,4589.43,Collagen alpha-1(VI) chain,Normal colon_Q04857.html,50672500
Anxa7,Q07076,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4549.21,Annexin A7,Bronchoalveolar lavage of fibrotic lung_Q07076.html,479268000
Anxa7,Q07076,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4549.21,Annexin A7,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q07076.html,31366299600
COL6A3,P12111-4,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,4542.25,Isoform 4 of Collagen alpha-3(VI) chain,ECM of cultured primary fibroblasts from normal prostate_P12111-4.html,807744000
COL6A3,P12111-4,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,4542.25,Isoform 4 of Collagen alpha-3(VI) chain,ECM of cultured primary fibroblasts from prostate cancer stroma_P12111-4.html,613859970
COL6A3,P12111-4,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4542.25,Isoform 4 of Collagen alpha-3(VI) chain,Normal prostate (Insoluble protein fraction)_P12111-4.html,4847459800
COL6A3,P12111-4,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,4542.25,Isoform 4 of Collagen alpha-3(VI) chain,Normal prostate (Soluble protein fraction)_P12111-4.html,277384992
EMILIN1,Q9Y6C2,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4470.99,EMILIN-1,Asymptomatic carotid (Insoluble ECM protein fraction)_Q9Y6C2.html,0
EMILIN1,Q9Y6C2,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4470.99,EMILIN-1,Normal Saphenous Vein (Insoluble protein fraction)_Q9Y6C2.html,144031008
EMILIN1,Q9Y6C2,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4470.99,EMILIN-1,Proteins from human vascular SMCs in culture_Q9Y6C2.html,0
EMILIN1,Q9Y6C2,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,4470.99,EMILIN-1,Retinal vascular basement membrane_Q9Y6C2.html,43809500
EMILIN1,Q9Y6C2,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4470.99,EMILIN-1,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q9Y6C2.html,0
EMILIN1,Q9Y6C2,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4470.99,EMILIN-1,Varicose Saphenous Vein (Insoluble protein fraction)_Q9Y6C2.html,118123000
A2M,P01023,Cranial bone  (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone  (Patent coronal suture)_P01023.html,1374930050
A2M,P01023,Cranial bone (Fused coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone (Fused coronal suture)_P01023.html,953057020
A2M,P01023,Cranial bone (Fused metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone (Fused metopic suture)_P01023.html,484433984
A2M,P01023,Cranial bone (Fused sagittal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone (Fused sagittal suture)_P01023.html,2827500030
A2M,P01023,Cranial bone (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone (Patent coronal suture)_P01023.html,2431259900
A2M,P01023,Cranial bone (Patent metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,4428.21,Alpha-2-macroglobulin,Cranial bone (Patent metopic suture)_P01023.html,1134870020
ITIH2,P19823,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Asymptomatic carotid (Insoluble ECM protein fraction)_P19823.html,0
ITIH2,P19823,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Asymptomatic carotid (Soluble protein fraction)_P19823.html,0
ITIH2,P19823,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Normal Saphenous Vein (Insoluble protein fraction)_P19823.html,49095700
ITIH2,P19823,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Normal Saphenous Vein (Soluble protein fraction)_P19823.html,28101500
ITIH2,P19823,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Proteins from human vascular SMCs in culture_P19823.html,0
ITIH2,P19823,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Retinal vascular basement membrane_P19823.html,36473.2
ITIH2,P19823,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P19823.html,0
ITIH2,P19823,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Symptomatic carotid stenosis (Soluble protein fraction)_P19823.html,0
ITIH2,P19823,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Varicose Saphenous Vein (Insoluble protein fraction)_P19823.html,3169040
ITIH2,P19823,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4410.29,Inter-alpha-trypsin inhibitor heavy chain H2,Varicose Saphenous Vein (Soluble protein fraction)_P19823.html,7142800
Pxdn,Q3UQ28,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,4398.3,Peroxidasin homolog,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q3UQ28.html,9888690200
ABI3BP,Q7Z7G0,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.8,Target of Nesh-SH3,Asymptomatic carotid (Insoluble ECM protein fraction)_Q7Z7G0.html,0
ABI3BP,Q7Z7G0,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.8,Target of Nesh-SH3,Asymptomatic carotid (Soluble protein fraction)_Q7Z7G0.html,0
ABI3BP,Q7Z7G0,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4368.8,Target of Nesh-SH3,Normal Saphenous Vein (Insoluble protein fraction)_Q7Z7G0.html,2544379900
ABI3BP,Q7Z7G0,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4368.8,Target of Nesh-SH3,Normal Saphenous Vein (Soluble protein fraction)_Q7Z7G0.html,34511000
ABI3BP,Q7Z7G0,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4368.8,Target of Nesh-SH3,Proteins from human vascular SMCs in culture_Q7Z7G0.html,0
ABI3BP,Q7Z7G0,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,4368.8,Target of Nesh-SH3,Retinal vascular basement membrane_Q7Z7G0.html,1681040
ABI3BP,Q7Z7G0,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.8,Target of Nesh-SH3,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q7Z7G0.html,0
ABI3BP,Q7Z7G0,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.8,Target of Nesh-SH3,Symptomatic carotid stenosis (Soluble protein fraction)_Q7Z7G0.html,0
ABI3BP,Q7Z7G0,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4368.8,Target of Nesh-SH3,Varicose Saphenous Vein (Insoluble protein fraction)_Q7Z7G0.html,858409980
ABI3BP,Q7Z7G0,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4368.8,Target of Nesh-SH3,Varicose Saphenous Vein (Soluble protein fraction)_Q7Z7G0.html,31526500
HTRA1,Q92743,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.73,Serine protease HTRA1,Asymptomatic carotid (Insoluble ECM protein fraction)_Q92743.html,0
HTRA1,Q92743,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.73,Serine protease HTRA1,Asymptomatic carotid (Soluble protein fraction)_Q92743.html,0
HTRA1,Q92743,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,4368.73,Serine protease HTRA1,Normal Saphenous Vein (Insoluble protein fraction)_Q92743.html,263972000
HTRA1,Q92743,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,4368.73,Serine protease HTRA1,Proteins from human vascular SMCs in culture_Q92743.html,0
HTRA1,Q92743,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,4368.73,Serine protease HTRA1,Retinal vascular basement membrane_Q92743.html,2580260
HTRA1,Q92743,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,4368.73,Serine protease HTRA1,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q92743.html,0
